"Group"	"Easy1"	"Hard1"	"Easy2"	"Hard2"
"1"	"0"	0.174964048494688	0.224515665033308	0.811533090789808	-1.90417844467868
"2"	"0"	-0.854926906188257	-0.120233954830153	0.354222561505658	-1.22962046998801
"3"	"0"	-0.612588402233274	1.76738874707807	-0.907794189994949	0.112585491282607
"4"	"0"	-0.320591355178172	-0.675889077933385	-0.637091789019391	0.755055009188202
"5"	"0"	1.10517751837441	-1.43376547481814	0.0922116688645615	1.27716585088196
"6"	"0"	-1.3972040046641	0.940746507624819	0.352859068237462	0.805450176973471
"7"	"0"	-0.208986782025921	1.11259047908464	1.01722507802561	-0.266621780099878
"8"	"0"	0.138262394436277	-2.3497774106544	-0.315492443576067	0.929301048038351
"9"	"0"	1.16407095801027	-0.343624779694986	0.404035768757776	-2.39254183895302
"10"	"0"	-0.028079101371031	-1.39634463017635	-0.855153497861544	-0.943635651158266
"11"	"1"	0.123534161434188	-0.870002042006312	0.984603143343964	1.89518371887355
"12"	"1"	-0.236896220563344	0.717350798671832	-0.0743419628957378	0.173477402034604
"13"	"1"	-0.261589059434833	-1.32062251723794	-0.730035281747234	-0.999202755773874
"14"	"1"	-0.131065963959359	0.775260160694277	-1.90457228368389	0.0430488930089055
"15"	"1"	-0.362006355063486	-0.163644063547305	0.862980334720566	0.581712863429067
"16"	"1"	1.0595721139389	-0.659669750122581	-2.27049997547166	-0.709764587320715
"17"	"1"	-0.931011603364267	-1.67856345403123	0.0706325040526853	-0.212731040884432
"18"	"1"	0.379622701319458	-1.18836579879991	-0.221637384922641	0.382459158647092
"19"	"1"	0.211500409294426	1.01991172196637	-1.48087236695796	-0.799040834552318
"20"	"1"	0.0351106095324624	-0.358220411803852	-0.763118386232623	1.54281202186419
